Lettre;Utilisé dans le Logotron;Niv.;_ Racine;Préfixe;Suffixe;Sens;Etymologie;Unicité;Explication;Exemples;Origine;Frequence;Exclusivité;RechercheV;;RechercheV;;Sens multiple
G;0;1;gynéc;gynéc-;;la femme;Du grec ancien γυνή, gunế (« femme »), génitif : γυναικός, gunaikós qui donne la variante gynéco- de ce préfixe.;gyno;Un seul mot trouvé : non retenu;gynécée;Grec;Absent;;gynéc-;0;;0;FALSE
G;2;2;gynéco;gynéco-;;la femme;Du grec ancien γυνή, gunế (« femme »), génitif : γυναικός, gunaikós qui donne la variante gynéco- de ce préfixe.;gyno;;;Grec;Moyen;;gynéco-;2;;2;FALSE
G;1;2;gyno;gyno-;;la femme;Du grec ancien γυνή, gunế (« femme »), génitif : γυναικός, gunaikós qui donne la variante gynéco- de ce préfixe.;gyno;;;Grec;Moyen;;gyno-;1;;1;FALSE
G;1;2;gyr;gyr-;;qui tourne;Du grec ancien γῦρος, gŷros (« anneau, cercle »).;;;gyroscope;Grec;Rare;;gyr-;1;;1;FALSE
G;2;2;gyre;;-gyre;qui tourne;Du grec ancien γῦρος, gŷros (« anneau, cercle »).;;;dextrogyre;Grec;Moyen;;;2;-gyre;2;FALSE
G;2;2;gyro;gyro-;;qui tourne;Du grec ancien γῦρος, gŷros (« anneau, cercle »).;;;gyroscope;Grec;Moyen;;gyro-;2;;2;FALSE
H;2;3;hagio;hagio-;;saint(e);Du grec ancien ἅγιος, hágios (« saint »).;;;hagiographie;Grec;Moyen;;hagio-;2;;2;FALSE
H;2;3;hali;hali-;;le sel / la mer;Du grec ancien ἅλς, hals (« sel ou mer, eau salée »).;;;;Grec;Rare;;hali-;2;;2;FALSE
H;2;3;halo;halo-;;le sel / la mer;Du grec ancien ἅλς, hals (« sel ou mer, eau salée »).;;;;Grec;Frequent;;halo-;2;;2;FALSE
H;2;3;haplo;haplo-;;simple;Du grec ancien ἁπλόος, aplóos (« simple »).;;;;Grec;Moyen;;haplo-;2;;2;FALSE
H;1;3;hapt;hapt-;;le toucher;Du grec ancien ἅπτω, háptô (« toucher »).;;;haptique;Grec;Rare;;hapt-;1;;1;FALSE
H;2;3;hapto;hapto-;;le toucher;Du grec ancien ἅπτω, háptô (« toucher »).;;;haptologie;Grec;Moyen;;hapto-;2;;2;FALSE
H;2;3;hébé;hébé-;;la jeunesse;Du grec ancien ἥϐη (hêbê), « puberté, jeunesse ».;;;;Grec;Rare;;hébé-;2;;2;FALSE
H;1;2;hect;hect-;;cent;Du grec ancien ἑκατόν, hekaton (« cent »).;;;hectare;Grec;Rare;;hect-;1;;1;FALSE
H;2;2;hecto;hecto-;;cent;Du grec ancien ἑκατόν, hekaton (« cent »).;;;hectolitre;Grec;Moyen;;hecto-;2;;2;FALSE
H;2;2;hédon;hédon-;;le plaisir;Dérivé savant du grec ancien ἡδονή, hêdonế (« plaisir, jouissance, agrément »).;;;hédonisme;Grec;Rare;;hédon-;2;;2;FALSE
H;2;3;hélie;;-hélie;soleil;Du grec ancien ἥλιος, hếlios (« soleil »).;;;périhélie;Grec;Moyen;;;2;-hélie;2;FALSE
H;2;2;hélio;hélio-;;le soleil;Du grec ancien ἥλιος, hếlios (« soleil »).;;;;Grec;Frequent;;hélio-;2;;2;FALSE
H;1;2;hémat;hémat-;;le sang;Du grec ancien αἷμα, αἵματος, haíma, haímatos (« sang »).;;;;Grec;Moyen;;hémat-;1;;1;FALSE
H;2;2;hémato;hémato-;;le sang;Du grec ancien αἷμα, αἵματος, haíma, haímatos (« sang »).;;;;Grec;Frequent;;hémato-;2;;2;FALSE
H;2;2;hémi;hémi-;;à moitié;;;;;;Frequent;;hémi-;2;;2;FALSE
H;2;2;hémo;hémo-;;le sang;Du grec ancien αἷμα, αἵματος, haíma, haímatos (« sang »).;;;;Grec;Frequent;;hémo-;2;;2;FALSE
H;1;2;hépat;hépat-;;le foie;Du grec ancien ἧπαρ, ἥπατος, hễpar, hếpatos (« foie »).;;;;Grec;Moyen;;hépat-;1;;1;FALSE
H;2;2;hépato;hépato-;;le foie;Du grec ancien ἧπαρ, ἥπατος, hễpar, hếpatos (« foie »).;;;;Grec;Frequent;;hépato-;2;;2;FALSE
H;2;2;hepta;hepta-;;sept;Du grec ancien ἑπτά, heptá (« sept »).;;;heptagone;Grec;Moyen;;hepta-;2;;2;FALSE
H;2;2;hétéro;hétéro-;;l'autre;;hétéro;;;;Frequent;;hétéro-;2;;2;FALSE
H;2;2;hexa;hexa-;;six;Du grec ancien ἕξ, hèx (« six »).;;;;Grec;Frequent;;hexa-;2;;2;FALSE
H;1;3;hiér;hiér-;;sacré(e);Du grec ancien ἱερός, ieros (« sacré »).;;;;Grec;Rare;;hiér-;1;;1;FALSE
H;2;3;hiéro;hiéro-;;sacré(e);Du grec ancien ἱερός, ieros (« sacré »).;;;hiéroglyphe;Grec;Moyen;;hiéro-;2;;2;FALSE
H;2;2;hippo;hippo-;;le cheval;Du grec ancien ἵππος, híppos (« cheval »).;;;;Grec;Frequent;;hippo-;2;;2;FALSE
H;1;3;hist;hist-;;la trame / le tissu;Du grec ancien ἱστός, histós (« trame, tissu »).;;;;Grec;Rare;;hist-;1;;1;FALSE
H;2;3;histo;histo-;;la trame / le tissu;Du grec ancien ἱστός, histós (« trame, tissu »).;;;;Grec;Frequent;;histo-;2;;2;FALSE
H;1;2;hol;hol-;;entier(e);Du grec ancien ὅλος, hólos (« entier »).;;;;Grec;Rare;;hol-;1;;1;FALSE
H;2;2;holo;holo-;;entier(e);Du grec ancien ὅλος, hólos (« entier »).;;;;Grec;Frequent;;holo-;2;;2;FALSE
H;2;2;hom;hom-;;l'homme;Du latin homo (« être humain »).;homo;;homicide;Latin;Absent;;hom-;2;;2;FALSE
H;2;2;homéo;homéo-;;le semblable;Du grec ancien ὅμοιος, hómoios (« semblable »).;;;homéopathie;Grec;Moyen;;homéo-;2;;2;FALSE
H;0;2;homo;homo-;;l'homme;Du latin homo (« être humain »).;homo;;homo sapiens;Latin;Frequent;;homo-;0;;0;FALSE
H;2;2;homo;homo-;;identique;Du grec ancien ὁμός, homós (« semblable, pareil »), ou encore de l’adverbe ὁμοῦ de même signification.;homos;;homogène;Grec;Frequent;;homo-;2;;2;TRUE
H;2;3;hoplo;hoplo-;;l'arme;Du grec ancien ὅπλον, hóplon (« arme »).;;;hoplophobe;Grec;Rare;;hoplo-;2;;2;FALSE
H;2;3;horo;horo-;;l'heure;Du grec ancien ὥρα, hốra (« heure »).;;;horoscope;Grec;Moyen;;horo-;2;;2;FALSE
H;0;3;horo;horo-;;la frontière;Du grec ancien ὅρος, hóros (« frontière »).;;Un seul mot trouvé : non retenu;horogénèse;Grec;Moyen;;horo-;0;;0;TRUE
H;1;1;hydr;hydr-;;l'eau;;hydro;;;;Frequent;;hydr-;1;;1;FALSE
H;2;1;hydre;;-hydre;eau;;hydro;;;;Rare;;;2;-hydre;2;FALSE
H;1;1;hydrique;;-hydrique;eau;;hydro;;;;Moyen;;;1;-hydrique;1;FALSE
H;2;1;hydro;hydro-;;l'eau;;hydro;;;;Frequent;;hydro-;2;;2;FALSE
H;2;2;hygro;hygro-;;l'humidité;Du grec ancien ὑγρός, hygrós (« humide »).;;;;Grec;Moyen;;hygro-;2;;2;FALSE
H;2;3;hylé;hylé-;;la matière;Du grec ancien ὕλη, hylê (« bois, matériau, matière »).;;;;Grec;Absent;;hylé-;2;;2;FALSE
H;2;3;hylo;hylo-;;la matière;Du grec ancien ὕλη, hylê (« bois, matériau, matière »).;;;;Grec;Moyen;;hylo-;2;;2;FALSE
H;2;1;hyper;hyper-;;au-dessus;Du grec ancien ὑπέρ, hypér (« au-dessus, au-delà »).;;;;Grec;Frequent;;hyper-;2;;2;FALSE
H;2;2;hypno;hypno-;;le sommeil -> l'hypnose;Du grec ancien ὕπνος, hýpnos (« sommeil »).;;;hypnothérapie;Grec;Moyen;;hypno-;2;;2;FALSE
H;2;2;hypo;hypo-;;inférieur(e);Du grec ancien ὑπό, hypo (« sous, dessous, en dessous »).;;;;Grec;Frequent;;hypo-;2;;2;FALSE
H;1;3;hystér;hystér-;;la matrice;Du grec ancien ὑστέρα, hustera (« matrice »).;;;hystéralgie;Grec;Moyen;;hystér-;1;;1;FALSE
H;2;3;hystéro;hystéro-;;la matrice;Du grec ancien ὑστέρα, hustera (« matrice »).;;;hystérologie;Grec;Frequent;;hystéro-;2;;2;FALSE
I;2;2;iatre;;-iatre;médecin;Du grec ancien ἰατρός, iatrós (« médecin »).;iatre;;;Grec;Moyen;;;2;-iatre;2;FALSE
I;2;2;iatrie;;-iatrie;médecin;Du grec ancien ἰατρός, iatrós (« médecin »).;iatre;;;Grec;Moyen;;;2;-iatrie;2;FALSE
I;0;3;ichto;ichto-;;le poisson;Du grec ancien ἰχθύς, ikhthús (« poisson »).;;;;Grec;Absent;;ichto-;0;;0;FALSE
I;0;3;ichty;ichty-;;le poisson;Du grec ancien ἰχθύς, ikhthús (« poisson »).;;;;Grec;Absent;;ichty-;0;;0;FALSE
I;2;3;ichtyo;ichtyo-;;le poisson;Du grec ancien ἰχθύς, ikhthús (« poisson »).;ichtyo;;;Grec;Moyen;;ichtyo-;2;;2;FALSE
I;1;2;icon;icon-;;l'image;Du grec ancien εἰκόνια, eikonia (« petites images ») diminutif de εἰκών, eikôn (« image, ressemblance »).;;;;Grec;Rare;;icon-;1;;1;FALSE
I;2;2;icono;icono-;;l'image;Du grec ancien εἰκόνια, eikonia (« petites images ») diminutif de εἰκών, eikôn (« image, ressemblance »).;;;;Grec;Frequent;;icono-;2;;2;FALSE
I;2;3;ide;;-ide;apparence;Du grec ancien εἶδος, eidos (« forme, aspect »).;eidos;;peptide;Grec;Frequent;;;2;-ide;2;FALSE
Ï;2;3;ïde;;-ïde;apparence;Du grec ancien εἶδος, eidos (« forme, aspect »).;;;solénoïde;Grec;Frequent;;;2;-ïde;2;FALSE
I;2;2;idéo;idéo-;;les idées;;;;idéologie;;Moyen;;idéo-;2;;2;FALSE
I;2;3;idio;idio-;;propre;Du grec ancien ἴδιος idios (« propre », « particulier »).;;;idiosyncrasie;Grec;Moyen;;idio-;2;;2;FALSE
I;0;2;im;im-;;sans;Variante du latin in- (« sans »), utilisée devant un m, un b ou un p.;in;Pas encore bien géré : Non retenu;imbattable;Latin;Absent;;im-;0;;0;FALSE
I;2;2;immun;immun-;;la défense;De immun, du latin immunis (« libre de charge »). L’adjectif a existé en français juridique avec le sens latin. (Fin XIXe siècle) sens moderne sous l’influence de l’anglais immune.;;Défense de l'organisme contre les maladies;;Latin;Rare;;immun-;2;;2;FALSE
I;2;2;immuno;immuno-;;la défense;De immun, du latin immunis (« libre de charge »). L’adjectif a existé en français juridique avec le sens latin. (Fin XIXe siècle) sens moderne sous l’influence de l’anglais immune.;;Défense de l'organisme contre les maladies;;Latin;Frequent;;immuno-;2;;2;FALSE
I;0;2;in;in-;;sans;Du latin in- (« sans »).;in;Pas encore bien géré : Non retenu;incapable;Latin;Absent;;in-;0;;0;FALSE
I;0;2;in;in-;;dans;De latin in- (« dans »).;;Pas encore bien géré : Non retenu;;Latin;Absent;;in-;0;;0;TRUE
I;0;2;inflato;inflato-;;le gonflement;;;;;Néologisme amusant;Absent;;inflato-;0;;0;FALSE
I;2;1;infra;infra-;;sous;De l’adverbe latin infra (« en dessous de, inférieur à, en bas »).;;;;Latin;Moyen;;infra-;2;;2;FALSE
I;2;1;insecti;insecti-;;l'insecte;Du latin insecta (« coupé »), correspondant aux segments composant un insecte.;;;insecticide;Moderne;Rare;;insecti-;2;;2;FALSE
I;2;1;inter;inter-;;entre;Du latin inter- (« entre »).;inter;;;Latin;Moyen;;inter-;2;;2;FALSE
I;2;1;intra;intra-;;l'intérieur;Du latin intra (« intérieur à »).;;;intramuros;Latin;Moyen;;intra-;2;;2;FALSE
I;1;2;ique;;-ique;à propos;Du latin -icus (« relatif à, qui est propre à »). Du grec ancien -ικός, -ikos (« relatif à, qui est propre à ») importé en français via le latin, le latin scientifique ou directement du grec ancien dans la langue scientifique.;;;;Latin;Frequent;;;1;-ique;1;FALSE
I;2;3;irido;irido-;;l'iris;Du latin iris (« iris de l’œil, lis, arc-en-ciel »), lui-même du grec ancien ἶρις, îris, même sens, associé à Iris de la mythologie grecque, transformée en arc-en-ciel. Les sens anatomique et arc-en-ciel apparaissent en 1478.;;;iridologie;Latin;Moyen;;irido-;2;;2;FALSE
I;0;3;irido;irido-;;l'arc-en-ciel;Du latin iris (« iris de l’œil, lis, arc-en-ciel »), lui-même du grec ancien ἶρις, îris, même sens, associé à Iris de la mythologie grecque, transformée en arc-en-ciel. Les sens anatomique et arc-en-ciel apparaissent en 1478.;;Pas d'exemple trouvé pour ce sens;;Latin;Moyen;;irido-;0;;0;TRUE
I;1;2;isme;;-isme;doctrine / état / profession;Du grec ancien -ισμός, -ismós qui a donné -ismus en latin.;;;communisme, alcoolisme, journalisme;Grec;Frequent;;;1;-isme;1;FALSE
I;2;2;iso;iso-;;identique;;iso;;;;Frequent;;iso-;2;;2;FALSE
I;1;2;iste;;-iste;adepte / spécialiste;Du latin -ista, lui-même issu du grec ancien -ιστής, -istês;;;communiste, journaliste;Latin;Frequent;;;1;-iste;1;FALSE
I;1;2;ite;;-ite;inflammation;;;;;;Frequent;;;1;-ite;1;FALSE
I;1;2;itude;;-itude;qualité / état;Du latin -tudo servant à former des noms abstraits à partir d’adjectifs ou de radicaux verbaux.;;;;Latin;Absent;;;1;-itude;1;FALSE
J;2;2;juxta;juxta-;;auprès;Du latin juxta (« tout près, à côté de »).;;;juxtalinéaire;Latin;Absent;;juxta-;2;;2;FALSE
K;2;2;kaléido;kaléido-;;le bel aspect;Du grec ancien καλός kalós (« beau »), εἶδος eîdos (« forme, aspect »).;;;kaléidoscope (ou caléidoscope);Grec;Rare;;kaléido-;2;;2;FALSE
K;0;3;kallo;kallo-;;beau (belle);;;;;;Absent;;kallo-;0;;0;FALSE
K;1;3;kérat;kérat-;;la corne (cornée);Du grec ancien κέρας, kéras (« corne ») dont le génitif est kératos.;cérato;;;Grec;Moyen;;kérat-;1;;1;FALSE
K;2;3;kérato;kérato-;;la corne (cornée);Du grec ancien κέρας, kéras (« corne ») dont le génitif est kératos.;cérato;;;Grec;Frequent;;kérato-;2;;2;FALSE
K;2;1;kilo;kilo-;;mille;Du grec ancien χίλιοι, khílioi (« mille »).;;;;Grec;Moyen;;kilo-;2;;2;FALSE
K;0;3;kin;kin-;;le mouvement;Du grec ancien κίνησις, kinêsis (« mouvement »).;;;kinesthésie;Grec;Absent;;kin-;0;;0;FALSE
K;2;2;kinèse;;-kinèse;déplacer;Du grec ancien κίνησις, kinêsis (« mouvement »).;cinèse;;;Grec;Rare;;;2;-kinèse;2;FALSE
K;2;2;kinési;kinési-;;le mouvement;Du grec ancien κίνησις, kinêsis (« mouvement »).;cinèse;;kinésithérapeute;Grec;Moyen;;kinési-;2;;2;FALSE
K;2;2;kinésie;;-kinésie;mouvement;Du grec ancien κίνησις, kinêsis (« mouvement »).;cinèse;;;Grec;Moyen;;;2;-kinésie;2;FALSE
K;2;2;kinésio;kinésio-;;le mouvement;Du grec ancien κίνησις, kinêsis (« mouvement »).;cinèse;;kinésiologie;Grec;Rare;;kinésio-;2;;2;FALSE
K;2;1;klaxono;klaxono-;;le klaxonne;Du grec ancien κλάζω, klazō (« hurler »).;klaxono;;klaxonogène;Néologisme amusant;Absent;;klaxono-;2;;2;FALSE
K;2;1;klaxonus;;-klaxonus;klaxonneur;Du grec ancien κλάζω, klazō (« hurler »).;klaxono;;homo klaxonus;Néologisme amusant;Absent;;;2;-klaxonus;2;FALSE
K;2;3;kymo;kymo-;;le mouvement;Du grec ancien κύμα, kúma (« onde, vague »).;;;kymographe;Grec;Moyen;;kymo-;2;;2;FALSE
K;0;3;kyst;kyst-;;kyste (poche gonflée);;;;kytique (relatif au kyste);;Absent;;kyst-;0;;0;FALSE
K;0;3;kysto;kysto-;;cyste;;;;kystectomie (ablation d'un kyste);;Absent;;kysto-;0;;0;FALSE
L;2;3;labe;;-labe;prise;Du grec ancien λαβή, labê (« prise »).;;;;Grec;Moyen;;;2;-labe;2;FALSE
L;2;2;lacrymo;lacrymo-;;les larmes;;;;;;Rare;;lacrymo-;2;;2;FALSE
L;1;1;lact;lact-;;le lait;Du latin lac, lactis (« lait »).;lacto;;lactique;Latin;Rare;;lact-;1;;1;FALSE
L;2;1;lacti;lacti-;;le lait;Du latin lac, lactis (« lait »).;lacto;;lactifère;Latin;Moyen;;lacti-;2;;2;FALSE
L;2;1;lacto;lacto-;;le lait;Du latin lac, lactis (« lait »).;lacto;;lactodensimètre;Latin;Moyen;;lacto-;2;;2;FALSE
L;2;3;lalie;;-lalie;bavardage;Du grec ancien λαλιά, lalia (« blabla, voix, son »).;;;glossolalie;Grec;Moyen;;;2;-lalie;2;FALSE
L;1;2;laryng;laryng-;;la gorge;Du grec ancien λάρυγξ, λάρυγγος, larugx, laruggos (« gorge »).;;;;Grec;Moyen;;laryng-;1;;1;FALSE
L;2;2;laryngo;laryngo-;;la gorge;Du grec ancien λάρυγξ, λάρυγγος, larugx, laruggos (« gorge »).;;;;Grec;Moyen;;laryngo-;2;;2;FALSE
L;2;2;latéro;latéro-;;à coté;;;;;;Rare;;latéro-;2;;2;FALSE
L;1;3;lati;lati-;;large;;;;latirostre;;Rare;;lati-;1;;1;FALSE
L;2;2;lâtre;;-lâtre;serviteur -> mercenaire -> adorateur;Du latin latria, lui-même du grec ancien λατρεία, latreia (« service de mercenaire », par métaphore « adoration »), du grec ancien λατρευς, latreus (« serviteur »), à mettre en rapport avec le mot latin latro, latronis (« soldat mercenaire grec »).;lâtre;;;Latin;Moyen;;;2;-lâtre;2;FALSE
L;2;2;lâtrie;;-lâtrie;serviteur -> mercenaire -> adoration;Du latin latria, lui-même du grec ancien λατρεία, latreia (« service de mercenaire », par métaphore « adoration »), du grec ancien λατρευς, latreus (« serviteur »), à mettre en rapport avec le mot latin latro, latronis (« soldat mercenaire grec »).;lâtre;;;Latin;Moyen;;;2;-lâtrie;2;FALSE
L;2;3;lépido;lépido-;;l'écaille;Du grec ancien λεπίς, lepís (« écaille ») qui donne lepis en latin.;;;lépidoptère (papillon);Grec;Moyen;;lépido-;2;;2;FALSE
L;2;2;lepsie;;-lepsie;attaque;Du grec ληψις, lêpsis (« attaque, emprise »).;;;narcolepsie;Grec;Moyen;;;2;-lepsie;2;FALSE
L;1;3;lept;lept-;;mince;Du grec ancien λεπτός, leptós (« pelé, mince, ténu »).;;;;Grec;Rare;;lept-;1;;1;FALSE
L;0;3;leptie;;-leptie;faiblesse;-leptie est une variante orthog. incorrecte de -lepsie, qui est dérivé sans doute du terme épileptique, ou bien du grec leptós « fin » avec un e bref, qui n'a rien à voir avec la famille de lẽpsis avec un ē long.;;;;Incertain;Absent;;;0;-leptie;0;FALSE
L;2;2;leptique;;-leptique;attaque;Du grec ληψις, lêpsis (« attaque, emprise »).;;;narcoleptique;Grec;Moyen;;;2;-leptique;2;FALSE
L;2;3;lepto;lepto-;;mince;Du grec ancien λεπτός, leptós (« pelé, mince, ténu »).;;;;Grec;Moyen;;lepto-;2;;2;FALSE
L;1;3;leuc;leuc-;;blanc(he);Du grec ancien λευκός, leukós (« blanc »).;;;;Grec;Moyen;;leuc-;1;;1;FALSE
L;1;3;leuci;leuci-;;blanc(he);Du grec ancien λευκός, leukós (« blanc »).;;;hyperleucinémie;Grec;Absent;;leuci-;1;;1;FALSE
L;2;3;leuco;leuco-;;blanc(he);Du grec ancien λευκός, leukós (« blanc »).;;;;Grec;Frequent;;leuco-;2;;2;FALSE
L;2;3;lévi;lévi-;;léger;Du latin levis (« léger »).;;;lévirostre;Latin;Rare;;lévi-;2;;2;FALSE
L;2;3;lévo;lévo-;;à gauche;Du latin laevus (« côté gauche »).;;;levogyre;Latin;Rare;;lévo-;2;;2;FALSE
L;2;2;lexico;lexico-;;la lecture;Du grec ancien λεξικόν, lexikón (« livre de mots »).;;;lexicologie;Grec;Moyen;;lexico-;2;;2;FALSE
L;2;2;lexie;;-lexie;lecture;Du grec ancien λεξικόν, lexikón (« livre de mots »).;;;dyslexie;Grec;Moyen;;;2;-lexie;2;FALSE
L;1;2;lexique;;-lexique;lecture;Du grec ancien λεξικόν, lexikón (« livre de mots »).;;;dyslexique;Grec;Rare;;;1;-lexique;1;FALSE
L;2;2;lexisme;;-lexisme;lecture;Du grec ancien λεξικόν, lexikón (« livre de mots »).;;;isolexisme;Grec;Absent;;;2;-lexisme;2;FALSE
L;0;2;libid;libid-;;la sexualité;Du latin libido, utilisé dans le sens moderne par Sigmund Freud en 1894.;;;libidinal;Latin;Absent;;libid-;0;;0;FALSE
L;2;2;lingue;;-lingue;langue;Du latin lingua (« langue »).;lingue;;;Latin;Moyen;;;2;-lingue;2;FALSE
L;2;2;lipo;lipo-;;la graisse;Du grec ancien λίπος, lípos (« gras »).;lipo;;liposuccion;Grec;Frequent;;lipo-;2;;2;FALSE
L;2;2;lithe;;-lithe;pierre;Du grec ancien λίθος, lithos (« pierre »).;litho;;;Grec;Frequent;;;2;-lithe;2;FALSE
L;2;2;lithique;;-lithique;pierre;Du grec ancien λίθος, lithos (« pierre »).;litho;;;Grec;Frequent;;;2;-lithique;2;FALSE
L;2;2;litho;litho-;;la pierre;Du grec ancien λίθος, lithos (« pierre »).;litho;;;Grec;Frequent;;litho-;2;;2;FALSE
L;2;1;logie;;-logie;étude;Du grec ancien λόγος, logos (« parole, discours, verbe »).;logo;;biologie;;Frequent;;;2;-logie;2;FALSE
L;1;1;logique;;-logique;étude;Du grec ancien λόγος, logos (« parole, discours, verbe »).;logo;;biologique;;Frequent;;;1;-logique;1;FALSE
L;2;1;logisme;;-logisme;étude;Du grec ancien λόγος, logos (« parole, discours, verbe »).;logo;;néologisme;;Frequent;;;2;-logisme;2;FALSE
L;2;1;logiste;;-logiste;spécialiste;Du grec ancien λόγος, logos (« parole, discours, verbe »).;logo;;biologiste;;Frequent;;;2;-logiste;2;FALSE
L;2;1;logo;logo-;;la parole;Du grec ancien λόγος, logos (« parole, discours, verbe »).;logo;;logorrhée;;Frequent;;logo-;2;;2;FALSE
L;2;1;logue;;-logue;spécialiste / discours;Du grec ancien λόγος, logos (« parole, discours, verbe »).;logo;;cardiologue, décalogue;;Frequent;;;2;-logue;2;FALSE
L;2;3;lophe;;-lophe;crète;Du grec ancien λόφος, lophos (« crête »).;;;;Grec;Moyen;;;2;-lophe;2;FALSE
L;2;2;loque;;-loque;parleur;Du latin loquor (« parler »).;;;ventriloque;Latin;Moyen;;;2;-loque;2;FALSE
L;2;2;loquie;;-loquie;parole;Du latin loquor (« parler »).;;;ventriloquie;Latin;Rare;;;2;-loquie;2;FALSE
L;2;3;loxo;loxo-;;oblique;Du grec λοξός, lox(o) (« oblique »).;;;loxodromie;Grec;Rare;;loxo-;2;;2;FALSE
L;2;2;luci;luci-;;la lumière;Du latin lux, lucis (« lumière »).;lux;;lucimètre;Latin;Rare;;luci-;2;;2;FALSE
L;1;2;lud;lud-;;le jeu;Du latin ludus (« jeu, amusement »).;;;ludo-éducatif;Latin;Moyen;;lud-;1;;1;FALSE
L;2;2;ludo;ludo-;;le jeu;Du latin ludus (« jeu, amusement »).;;;ludo-éducatif;Latin;Rare;;ludo-;2;;2;FALSE
L;1;1;lumini;lumini-;;la lumière;Du latin luminosus, dérivé de lumen, de luceo (« luire »), apparenté à lux (« briller, luire »).;lumen;;luminifère;Latin;Rare;;lumini-;1;;1;FALSE
L;2;1;luminique;;-luminique;lumière;Du latin luminosus, dérivé de lumen, de luceo (« luire »), apparenté à lux (« briller, luire »).;lumen;;supraluminique;Latin;Rare;;;2;-luminique;2;FALSE
L;2;1;lumino;lumino-;;la lumière;Du latin luminosus, dérivé de lumen, de luceo (« luire »), apparenté à lux (« briller, luire »).;lumen;;luminosité;Latin;Moyen;;lumino-;2;;2;FALSE
L;1;3;lymph;lymph-;;liquide;Du latin lympha (« eau »), issu du grec ancien νύμφη, nymphê (« nymphe »).;;;;Latin;Moyen;;lymph-;1;;1;FALSE
L;2;3;lympho;lympho-;;liquide;Du latin lympha (« eau »), issu du grec ancien νύμφη, nymphê (« nymphe »).;;;;Latin;Frequent;;lympho-;2;;2;FALSE
L;2;2;lyse;;-lyse;décomposition;;;;;;Frequent;;;2;-lyse;2;FALSE
L;2;2;lysie;;-lysie;décomposition;;;;;;Moyen;;;2;-lysie;2;FALSE
L;1;2;lytique;;-lytique;décomposition;;;;;;Frequent;;;1;-lytique;1;FALSE
M;2;2;machie;;-machie;combat;Du grec ancien μάχη, mákhê (« combat »).;;;tauromachie;Grec;Moyen;;;2;-machie;2;FALSE
M;2;2;macro;macro-;;grand(e);;macro;;;;Frequent;;macro-;2;;2;FALSE
M;2;1;magico;magico-;;magique;Du latin magicus.;;;magicoreligieux;Néologisme amusant;Absent;;magico-;2;;2;FALSE
M;2;1;magnétique;;-magnétique;aimantation;Du latin Magnes, Magnetes (« aimant, pierre de Magnésie »).;magnéto;;férromagnétique;Latin;Moyen;;;2;-magnétique;2;FALSE
M;2;1;magnétisme;;-magnétisme;aimantation;Du latin Magnes, Magnetes (« aimant, pierre de Magnésie »).;magnéto;;férromagnétisme;Latin;Moyen;;;2;-magnétisme;2;FALSE
M;2;1;magnéto;magnéto-;;l'aimant;Du latin Magnes, Magnetes (« aimant, pierre de Magnésie »).;magnéto;;magnétophone;Latin;Frequent;;magnéto-;2;;2;FALSE
M;2;1;mal;mal-;;mauvais(e);Du latin malum, de malus (« mal, mauvais »).;mal;;malhabile;Latin;Moyen;;mal-;2;;2;FALSE
M;2;3;malacie;;-malacie;ramollissement;Du grec ancien μαλακός, malakos (« mou »).;malaco;;;Grec;Moyen;;;2;-malacie;2;FALSE
M;2;3;malaco;malaco-;;mou (molle);Du grec ancien μαλακός, malakos (« mou »).;malaco;;;Grec;Moyen;;malaco-;2;;2;FALSE
M;2;2;mammi;mammi-;;la mammelle;Du latin mamma (« sein, mamelle »).;;;mammifère;Latin;Rare;;mammi-;2;;2;FALSE
M;2;2;mancie;;-mancie;prédiction;;mancie;;;;Frequent;;;2;-mancie;2;FALSE
M;2;2;mancien;;-mancien;prédicteur;;mancie;;;;Moyen;;;2;-mancien;2;FALSE
M;2;2;mane;;-mane;maniaque;Du grec μανία, mania (« manie »).;mane (mania);;cleptomane;Grec;Frequent;;;2;-mane;2;FALSE
M;2;2;mane;;-mane;main;Du latin manus (« main »).;mane (manus);;quadrumane;Latin;Frequent;;;2;-mane;2;TRUE
M;2;2;manie;;-manie;obsession;Du grec μανία, mania (« manie »).;mane (mania);;;Grec;Frequent;;;2;-manie;2;FALSE
M;2;3;mano;mano-;;la pression;Du grec ancien, composé de μανός, manos (« rare, peu dense »).;mano;;manomètre;Grec;Frequent;;mano-;2;;2;FALSE
M;2;2;manu;manu-;;à la main;Du latin manu (« à la main »).;;;manufacture;Latin;Rare;;manu-;2;;2;FALSE
M;0;2;maso;maso-;;le masochiste;Le terme est forgé à partir du patronyme de Leopold von Sacher-Masoch.;;Ce n'est pas un préfixe;masochiste;Moderne;Absent;;maso-;0;;0;FALSE
M;1;3;mast;mast-;;le sein;Du grec ancien μαστός, mastós (« mammelle, sein »).;;;mastectomie;Grec;Moyen;;mast-;1;;1;FALSE
M;2;3;mastie;;-mastie;sein;Du grec ancien μαστός, mastós (« mammelle, sein »).;;;hypermastie;Grec;Moyen;;;2;-mastie;2;FALSE
M;2;3;masto;masto-;;le sein;Du grec ancien μαστός, mastós (« mammelle, sein »).;;;mastocyte;Grec;Frequent;;masto-;2;;2;FALSE
M;0;2;mater;mater-;;la mère;;;Un seul mot trouvé : non retenu;maternel;;Absent;;mater-;0;;0;FALSE
