mot;DÉFINITION;préfixe;suffixe;niveau préfixe;niveau suffixe;unicité préfixe;unicité suffixe;fréq. préfixe;fréq. suffixe
psychosomatique;CORPS  DE L'ÂME;psycho;somatique;1;2;;somato;Frequent;Rare
psychostasie;ARRÊT  DE L'ÂME;psycho;stasie;1;2;;statos;Frequent;Moyen
psychosynthèse;COMPOSITION  DE L'ÂME;psycho;synthèse;1;2;;;Frequent;Moyen
psychotechnie;TECHNIQUE  DE L'ÂME;psycho;technie;1;1;;;Frequent;Moyen
psychotechnique;TECHNIQUE  DE L'ÂME;psycho;technique;1;1;;;Frequent;Frequent
psychothérapeute;MÉDECIN  DE L'ÂME;psycho;thérapeute;1;1;;thérapie;Frequent;Moyen
psychothérapie;MÉDECINE  DE L'ÂME;psycho;thérapie;1;1;;thérapie;Frequent;Frequent
psychothérapique;MÉDECINE  DE L'ÂME;psycho;thérapique;1;1;;thérapie;Frequent;Frequent
psychotrope;ORIENTATION  DE L'ÂME;psycho;trope;1;2;;trope;Frequent;Frequent
ptérocarpe;FRUIT  DE L'AILE;ptéro;carpe;2;3;;karpos : fruit;Moyen;Frequent
ptérocère;CORNE  DE L'AILE;ptéro;cère;2;3;;cérato;Moyen;Frequent
ptérodactyle;DOIGT  DE L'AILE;ptéro;dactyle;2;2;;dactylo;Moyen;Frequent
ptérodrome;PISTE  DE L'AILE;ptéro;drome;2;1;;drome;Moyen;Frequent
ptérophore;PORTEUR  DE L'AILE;ptéro;phore;2;3;;phore;Moyen;Frequent
ptéropode;PIED  DE L'AILE;ptéro;pode;2;2;;;Moyen;Frequent
ptérosaure;LÉZARD  DE L'AILE;ptéro;saure;2;2;;;Moyen;Moyen
ptérostyle;COLONNE  DE L'AILE;ptéro;style;2;2;;;Moyen;Frequent
ptérothèque;RANGEMENT  DE L'AILE;ptéro;thèque;2;2;;;Moyen;Frequent
publiable;QUI PEUT ÊTRE  PUBLIC (PUBLIQUE);publi;able;1;1;publi : public;;Rare;Moyen
publieur;AGENT / QUALITÉ  DE LA PUBLICITÉ;publi;eur;1;2;publi : publicité;;Rare;Frequent
publiphone;VOIX  PUBLIC (PUBLIQUE);publi;phone;1;1;publi : public;;Rare;Frequent
pygomèle;MEMBRE  DE LA FESSE;pygo;mèle;3;3;;mélos : membre;Rare;Moyen
pygomélie;MEMBRE  DE LA FESSE;pygo;mélie;3;3;;mélos : membre;Rare;Moyen
pygopage;ATTACHE  DE LA FESSE;pygo;page;3;3;;;Rare;Moyen
pygopode;PIED  DE LA FESSE;pygo;pode;3;2;;;Rare;Frequent
pyrobole;JET  DU FEU;pyro;bole;1;3;;;Frequent;Moyen
pyrobolique;JET  DU FEU;pyro;bolique;1;3;;;Frequent;Moyen
pyrochimie;CHIMIE  DU FEU;pyro;chimie;1;1;;chimie;Frequent;Frequent
pyrodynamique;MOUVEMENT  DU FEU;pyro;dynamique;1;2;;dyne;Frequent;Frequent
pyroélectrique;ÉLECTRIQUE  DU FEU;pyro;électrique;1;1;;électricité;Frequent;Frequent
pyrofuge;FUITE  DU FEU;pyro;fuge;1;2;;;Frequent;Moyen
pyrogène;GÉNÉRATEUR / ORIGINE  DU FEU;pyro;gène;1;2;;gène;Frequent;Frequent
pyrogenèse;CRÉATION  DU FEU;pyro;genèse;1;2;;gène;Frequent;Frequent
pyrogénétique;CRÉATION  DU FEU;pyro;génétique;1;2;;gène;Frequent;Frequent
pyrographe;QUI ÉCRIT  DU FEU;pyro;graphe;1;2;;grapho;Frequent;Frequent
pyrographique;ÉCRITURE  DU FEU;pyro;graphique;1;2;;grapho;Frequent;Frequent
pyroïde;APPARENCE  DU FEU;pyro;ïde;1;3;;;Frequent;Frequent
pyrokinésie;MOUVEMENT  DU FEU;pyro;kinésie;1;2;;cinèse;Frequent;Moyen
pyrolâtre;SERVITEUR -> MERCENAIRE -> ADORATEUR  DU FEU;pyro;lâtre;1;2;;lâtre;Frequent;Moyen
pyrolâtrie;SERVITEUR -> MERCENAIRE -> ADORATION  DU FEU;pyro;lâtrie;1;2;;lâtre;Frequent;Moyen
pyrologie;ÉTUDE  DU FEU;pyro;logie;1;1;;logo;Frequent;Frequent
pyrolyse;DÉCOMPOSITION  DU FEU;pyro;lyse;1;2;;;Frequent;Frequent
pyromagnétique;AIMANTATION  DU FEU;pyro;magnétique;1;1;;magnéto;Frequent;Moyen
pyromancie;PRÉDICTION  DU FEU;pyro;mancie;1;2;;mancie;Frequent;Frequent
pyromancien;PRÉDICTEUR  DU FEU;pyro;mancien;1;2;;mancie;Frequent;Moyen
pyromane;MANIAQUE  DU FEU;pyro;mane;1;2;;mane (mania);Frequent;Frequent
pyromanie;OBSESSION  DU FEU;pyro;manie;1;2;;mane (mania);Frequent;Frequent
pyromètre;MESUREUR  DU FEU;pyro;mètre;1;1;;métro (métron);Frequent;Frequent
pyrométrie;MESURE  DU FEU;pyro;métrie;1;1;;métro (métron);Frequent;Frequent
pyrométrique;MESURAGE  DU FEU;pyro;métrique;1;1;;métro (métron);Frequent;Frequent
pyronomie;LOI  DU FEU;pyro;nomie;1;2;;;Frequent;Frequent
pyrophage;MANGEUR  DU FEU;pyro;phage;1;2;;phago;Frequent;Frequent
pyrophane;APPARITION  DU FEU;pyro;phane;1;3;;;Frequent;Moyen
pyrophile;AMOUREUX  DU FEU;pyro;phile;1;1;;philo;Frequent;Frequent
pyrophobie;AVERSION  DU FEU;pyro;phobie;1;1;;phobe;Frequent;Frequent
pyrophone;VOIX  DU FEU;pyro;phone;1;1;;;Frequent;Frequent
pyrophore;PORTEUR  DU FEU;pyro;phore;1;3;;phore;Frequent;Frequent
pyrophorique;PORTEUR  DU FEU;pyro;phorique;1;3;;phore;Frequent;Moyen
pyrophyte;VÉGÉTAL  DU FEU;pyro;phyte;1;2;;;Frequent;Frequent
pyroscaphe;VÉHICULE  DU FEU;pyro;scaphe;1;2;;scaphe;Frequent;Moyen
pyroscope;VISIONNEUSE  DU FEU;pyro;scope;1;1;;scope;Frequent;Frequent
pyrosome;CORPS  DU FEU;pyro;some;1;2;;somato;Frequent;Frequent
pyrosphère;SPHÈRE  DU FEU;pyro;sphère;1;1;;;Frequent;Frequent
pyrostat;MAINTIEN  DU FEU;pyro;stat;1;2;;statos;Frequent;Frequent
pyrostatique;ARRÊT  DU FEU;pyro;statique;1;2;;statos;Frequent;Frequent
pyrotechnie;TECHNIQUE  DU FEU;pyro;technie;1;1;;;Frequent;Moyen
pyrotechnique;TECHNIQUE  DU FEU;pyro;technique;1;1;;;Frequent;Frequent
pyroxène;HÔTE  DU FEU;pyro;xène;1;2;;xéno;Frequent;Moyen
pyroxyle;BOIS  DU FEU;pyro;xyle;1;2;;xylo;Frequent;Moyen
quadragénaire;AGÉ(E)  QUARANTE;quadra;génaire;1;2;;;Rare;Moyen
quadrichromie;COULEUR  QUATRE;quadri;chromie;1;1;quadri;chromo;Moyen;Frequent
quadricolore;COULEUR  QUATRE;quadri;colore;1;1;quadri;colore;Moyen;Moyen
quadricycle;CERCLE  QUATRE;quadri;cycle;1;1;quadri;cyclo;Moyen;Moyen
quadriflore;FLEUR  QUATRE;quadri;flore;1;1;quadri;flore;Moyen;Moyen
quadriforme;FORME  QUATRE;quadri;forme;1;1;quadri;forme;Moyen;Frequent
quadrilingue;LANGUE  QUATRE;quadri;lingue;1;2;quadri;lingue;Moyen;Moyen
quadrilogie;ÉTUDE  QUATRE;quadri;logie;1;1;quadri;logo;Moyen;Frequent
quadriphonie;VOIX  QUATRE;quadri;phonie;1;1;quadri;;Moyen;Frequent
quadriphonique;VOIX  QUATRE;quadri;phonique;1;1;quadri;;Moyen;Frequent
quadriplégie;PARALYSIE  QUATRE;quadri;plégie;1;2;quadri;;Moyen;Frequent
quadriplégique;PARALYSIE  QUATRE;quadri;plégique;1;2;quadri;;Moyen;Moyen
quadripode;PIED  QUATRE;quadri;pode;1;2;quadri;;Moyen;Frequent
quadrivalent;VALEUR / SENS / CAPACITÉ / ASPECT  QUATRE;quadri;valent;1;2;quadri;valent;Moyen;Moyen
quadrumane;MAIN  QUATRE;quadru;mane;1;2;quadri;mane (manus);Rare;Frequent
quadrupède;PIED  QUATRE;quadru;pède;1;2;quadri;;Rare;Moyen
quadrupédie;PIED  QUATRE;quadru;pédie;1;2;quadri;;Rare;Moyen
quadruplégie;PARALYSIE  QUATRE;quadru;plégie;1;2;quadri;;Rare;Frequent
quartation;ACTION  QUATRE;quart;ation;1;2;quart;ation;Rare;Frequent
quartique;À PROPOS  QUATRE;quart;ique;1;2;quart;;Rare;Frequent
quinquagénaire;AGÉ(E)  CINQUANTE;quinqua;génaire;2;2;quinqua;;Rare;Moyen
radiable;QUI PEUT ÊTRE  DU RAYONNEMENT;radi;able;2;1;;;Moyen;Moyen
radiateur;AGENT  DU RAYONNEMENT;radi;ateur;2;1;;;Moyen;Frequent
radiation;ACTION  DU RAYONNEMENT;radi;ation;2;2;;ation;Moyen;Frequent
radicotomie;DÉCOUPE  DE LA RACINE;radico;tomie;3;2;;tomo;Rare;Frequent
radiculalgie;DOULEUR  DE LA RACINE;radicul;algie;3;2;;algos;Rare;Frequent
radiculite;INFLAMMATION  DE LA RACINE;radicul;ite;3;2;;;Rare;Frequent
radiculographie;ÉCRITURE  DE LA RACINE;radiculo;graphie;3;2;;grapho;Rare;Frequent
radiesthésie;SENSATION  DU RAYONNEMENT;radi;esthésie;2;2;;;Moyen;Frequent
radieuse;AGENTE / QUALITÉ  DU RAYONNEMENT;radi;euse;2;2;;;Moyen;Frequent
radieux;AGENT / QUALITÉ  DU RAYONNEMENT;radi;eux;2;2;;;Moyen;Frequent
radiobiotique;VIE  DU RAYONNEMENT;radio;biotique;2;1;;bio;Frequent;Moyen
radiochimie;CHIMIE  DU RAYONNEMENT;radio;chimie;2;1;;chimie;Frequent;Frequent
radiochimique;CHIMIQUE  DU RAYONNEMENT;radio;chimique;2;1;;chimie;Frequent;Frequent
radiodiagnostic;DIAGNOSTIC  DU RAYONNEMENT;radio;diagnostic;2;1;;;Frequent;Moyen
radioélectrique;ÉLECTRIQUE  DU RAYONNEMENT;radio;électrique;2;1;;électricité;Frequent;Frequent
radiogène;GÉNÉRATEUR / ORIGINE  DU RAYONNEMENT;radio;gène;2;2;;gène;Frequent;Frequent
radiogénique;DÉVELOPPEMENT  DU RAYONNEMENT;radio;génique;2;2;;gène;Frequent;Frequent
radiogramme;ÉCRITURE  DU RAYONNEMENT;radio;gramme;2;2;;gramma;Frequent;Frequent
radiographe;QUI ÉCRIT  DU RAYONNEMENT;radio;graphe;2;2;;grapho;Frequent;Frequent
radiographie;ÉCRITURE  DU RAYONNEMENT;radio;graphie;2;2;;grapho;Frequent;Frequent
radiographique;ÉCRITURE  DU RAYONNEMENT;radio;graphique;2;2;;grapho;Frequent;Frequent
radiolithe;PIERRE  DU RAYONNEMENT;radio;lithe;2;2;;litho;Frequent;Frequent
radiologie;ÉTUDE  DU RAYONNEMENT;radio;logie;2;1;;logo;Frequent;Frequent
radiologique;ÉTUDE  DU RAYONNEMENT;radio;logique;2;1;;logo;Frequent;Frequent
radiologiste;SPÉCIALISTE  DU RAYONNEMENT;radio;logiste;2;1;;logo;Frequent;Frequent
radiologue;SPÉCIALISTE / DISCOURS  DU RAYONNEMENT;radio;logue;2;1;;logo;Frequent;Frequent
radiolyse;DÉCOMPOSITION  DU RAYONNEMENT;radio;lyse;2;2;;;Frequent;Frequent
radiomètre;MESUREUR  DU RAYONNEMENT;radio;mètre;2;1;;métro (métron);Frequent;Frequent
radiométrie;MESURE  DU RAYONNEMENT;radio;métrie;2;1;;métro (métron);Frequent;Frequent
radiométrique;MESURAGE  DU RAYONNEMENT;radio;métrique;2;1;;métro (métron);Frequent;Frequent
radiomimétique;IMITATION  DU RAYONNEMENT;radio;mimétique;2;2;;;Frequent;Moyen
radionécrose;MORT  DU RAYONNEMENT;radio;nécrose;2;2;;nécro;Frequent;Moyen
radiopathie;MALADIE  DU RAYONNEMENT;radio;pathie;2;2;;patho (souffrance);Frequent;Frequent
radiophonie;VOIX  DU RAYONNEMENT;radio;phonie;2;1;;;Frequent;Frequent
radiophonique;VOIX  DU RAYONNEMENT;radio;phonique;2;1;;;Frequent;Frequent
radiophysique;PHYSIQUE  DU RAYONNEMENT;radio;physique;2;1;;physique;Frequent;Frequent
radioscope;VISIONNEUSE  DU RAYONNEMENT;radio;scope;2;1;;scope;Frequent;Frequent
radioscopie;EXAMEN  DU RAYONNEMENT;radio;scopie;2;1;;scope;Frequent;Frequent
radioscopique;EXAMEN  DU RAYONNEMENT;radio;scopique;2;1;;scope;Frequent;Frequent
radiotechnique;TECHNIQUE  DU RAYONNEMENT;radio;technique;2;1;;;Frequent;Frequent
radiothérapeute;MÉDECIN  DU RAYONNEMENT;radio;thérapeute;2;1;;thérapie;Frequent;Moyen
radiothérapie;MÉDECINE  DU RAYONNEMENT;radio;thérapie;2;1;;thérapie;Frequent;Frequent
radiothérapique;MÉDECINE  DU RAYONNEMENT;radio;thérapique;2;1;;thérapie;Frequent;Frequent
radiotomie;DÉCOUPE  DU RAYONNEMENT;radio;tomie;2;2;;tomo;Frequent;Frequent
rectocèle;TUMEUR / HERNIE  DU RECTUM;recto;cèle;2;3;;;Moyen;Frequent
rectographie;ÉCRITURE  DU RECTUM;recto;graphie;2;2;;grapho;Moyen;Frequent
rectopexie;FIXATION  DU RECTUM;recto;pexie;2;3;;;Moyen;Frequent
rectorragie;ÉCOULEMENT  DU RECTUM;recto;rragie;2;2;;;Moyen;Frequent
rectorraphie;SUTURE  DU RECTUM;recto;rraphie;2;3;;;Moyen;Moyen
rectoscope;VISIONNEUSE  DU RECTUM;recto;scope;2;1;;scope;Moyen;Frequent
rectoscopie;EXAMEN  DU RECTUM;recto;scopie;2;1;;scope;Moyen;Frequent
rectostomie;BOUCHE  DU RECTUM;recto;stomie;2;3;;;Moyen;Frequent
rectotomie;DÉCOUPE  DU RECTUM;recto;tomie;2;2;;tomo;Moyen;Frequent
réflexogène;GÉNÉRATEUR / ORIGINE  DU RÉFLEXE;réflexo;gène;2;2;reflexus;gène;Moyen;Frequent
réflexogramme;ÉCRITURE  DU RÉFLEXE;réflexo;gramme;2;2;reflexus;gramma;Moyen;Frequent
réflexologie;ÉTUDE  DU MASSAGE;réflexo;logie;2;1;réflexo;logo;Moyen;Frequent
réflexologique;ÉTUDE  DU MASSAGE;réflexo;logique;2;1;réflexo;logo;Moyen;Frequent
réflexologue;SPÉCIALISTE / DISCOURS  DU MASSAGE;réflexo;logue;2;1;réflexo;logo;Moyen;Frequent
réflexométrie;MESURE  DU RÉFLEXE;réflexo;métrie;2;1;reflexus;métro (métron);Moyen;Frequent
réflexothérapie;MÉDECINE  DU RÉFLEXE;réflexo;thérapie;2;1;reflexus;thérapie;Moyen;Frequent
rétinographe;QUI ÉCRIT  DES RETS -> DE LA RÉTINE;rétino;graphe;2;2;;grapho;Moyen;Frequent
rétinographie;ÉCRITURE  DES RETS -> DE LA RÉTINE;rétino;graphie;2;2;;grapho;Moyen;Frequent
rétinoïde;APPARENCE  DES RETS -> DE LA RÉTINE;rétino;ïde;2;3;;;Moyen;Frequent
rétinopathie;MALADIE  DES RETS -> DE LA RÉTINE;rétino;pathie;2;2;;patho (souffrance);Moyen;Frequent
rétinopexie;FIXATION  DES RETS -> DE LA RÉTINE;rétino;pexie;2;3;;;Moyen;Frequent
rétinoscope;VISIONNEUSE  DES RETS -> DE LA RÉTINE;rétino;scope;2;1;;scope;Moyen;Frequent
rétinoscopie;EXAMEN  DES RETS -> DE LA RÉTINE;rétino;scopie;2;1;;scope;Moyen;Frequent
rétinotopie;LIEU  DES RETS -> DE LA RÉTINE;rétino;topie;2;2;;;Moyen;Moyen
rétrogène;GÉNÉRATEUR / ORIGINE  EN ARRIÈRE;rétro;gène;1;2;;gène;Moyen;Frequent
rétrogénie;DÉVELOPPEMENT  EN ARRIÈRE;rétro;génie;1;2;;gène;Moyen;Frequent
rétrognathie;MÂCHOIRE  EN ARRIÈRE;rétro;gnathie;1;3;;;Moyen;Moyen
rétrograde;MARCHE  EN ARRIÈRE;rétro;grade;1;3;;;Moyen;Moyen
rétromorphose;FORME  EN ARRIÈRE;rétro;morphose;1;1;;morpho;Moyen;Moyen
rétronyme;NOM  EN ARRIÈRE;rétr(o);onyme;1;3;;;Moyen;Frequent
rétronymie;NOM  EN ARRIÈRE;rétro;nymie;1;3;;;Moyen;Frequent
rétrosynthèse;COMPOSITION  EN ARRIÈRE;rétro;synthèse;1;2;;;Moyen;Moyen
rhéogramme;ÉCRITURE  DE L'ÉCOULEMENT;rhéo;gramme;2;2;;gramma;Frequent;Frequent
rhéographe;QUI ÉCRIT  DE L'ÉCOULEMENT;rhéo;graphe;2;2;;grapho;Frequent;Frequent
rhéographie;ÉCRITURE  DE L'ÉCOULEMENT;rhéo;graphie;2;2;;grapho;Frequent;Frequent
rhéographique;ÉCRITURE  DE L'ÉCOULEMENT;rhéo;graphique;2;2;;grapho;Frequent;Frequent
rhéologie;ÉTUDE  DE L'ÉCOULEMENT;rhéo;logie;2;1;;logo;Frequent;Frequent
rhéologique;ÉTUDE  DE L'ÉCOULEMENT;rhéo;logique;2;1;;logo;Frequent;Frequent
rhéologue;SPÉCIALISTE / DISCOURS  DE L'ÉCOULEMENT;rhéo;logue;2;1;;logo;Frequent;Frequent
rhéomètre;MESUREUR  DE L'ÉCOULEMENT;rhéo;mètre;2;1;;métro (métron);Frequent;Frequent
rhéopexie;FIXATION  DE L'ÉCOULEMENT;rhéo;pexie;2;3;;;Frequent;Frequent
rhéophile;AMOUREUX  DE L'ÉCOULEMENT;rhéo;phile;2;1;;philo;Frequent;Frequent
rhéophore;PORTEUR  DE L'ÉCOULEMENT;rhéo;phore;2;3;;phore;Frequent;Frequent
rhéostat;MAINTIEN  DE L'ÉCOULEMENT;rhéo;stat;2;2;;statos;Frequent;Frequent
rhéostatique;ARRÊT  DE L'ÉCOULEMENT;rhéo;statique;2;2;;statos;Frequent;Frequent
rhéotaxie;DISPOSITION  DE L'ÉCOULEMENT;rhéo;taxie;2;3;;;Frequent;Frequent
rhéotome;COUPURE  DE L'ÉCOULEMENT;rhéo;tome;2;2;;tomo;Frequent;Frequent
rhéotrope;ORIENTATION  DE L'ÉCOULEMENT;rhéo;trope;2;2;;trope;Frequent;Frequent
rhéotropisme;ATTIRANCE  DE L'ÉCOULEMENT;rhéo;tropisme;2;2;;trope;Frequent;Frequent
rhinocéphale;TÊTE  DU NEZ;rhino;céphale;3;2;;;Frequent;Frequent
rhinocère;CORNE  DU NEZ;rhino;cère;3;3;;cérato;Frequent;Frequent
rhinoderme;PEAU  DU NEZ;rhino;derme;3;1;;;Frequent;Frequent
rhinogène;GÉNÉRATEUR / ORIGINE  DU NEZ;rhino;gène;3;2;;gène;Frequent;Frequent
rhinolalie;BAVARDAGE  DU NEZ;rhino;lalie;3;3;;;Frequent;Moyen
rhinolithe;PIERRE  DU NEZ;rhino;lithe;3;2;;litho;Frequent;Frequent
rhinologie;ÉTUDE  DU NEZ;rhino;logie;3;1;;logo;Frequent;Frequent
rhinolophe;CRÈTE  DU NEZ;rhino;lophe;3;3;;;Frequent;Moyen
rhinométrie;MESURE  DU NEZ;rhino;métrie;3;1;;métro (métron);Frequent;Frequent
rhinomycose;CHAMPIGNON  DU NEZ;rhino;mycose;3;2;;;Frequent;Moyen
rhinonécrose;MORT  DU NEZ;rhino;nécrose;3;2;;nécro;Frequent;Moyen
rhinopathie;MALADIE  DU NEZ;rhino;pathie;3;2;;patho (souffrance);Frequent;Frequent
rhinophonie;VOIX  DU NEZ;rhino;phonie;3;1;;;Frequent;Frequent
rhinophore;PORTEUR  DU NEZ;rhino;phore;3;3;;phore;Frequent;Frequent
rhinophylle;FEUILLE  DU NEZ;rhino;phylle;3;3;;;Frequent;Frequent
rhinopithèque;SINGE  DU NEZ;rhino;pithèque;3;2;;;Frequent;Moyen
rhinoplastie;FAÇONNEMENT  DU NEZ;rhino;plastie;3;3;;plasmo;Frequent;Frequent
rhinoplastique;FAÇONNEMENT  DU NEZ;rhino;plastique;3;3;;plasmo;Frequent;Frequent
rhinoptère;AILE  DU NEZ;rhino;ptère;3;2;;;Frequent;Frequent
rhinorragie;ÉCOULEMENT  DU NEZ;rhino;rragie;3;2;;;Frequent;Frequent
rhinorraphie;SUTURE  DU NEZ;rhino;rraphie;3;3;;;Frequent;Moyen
rhinorrhée;ÉCOULEMENT  DU NEZ;rhino;rrhée;3;2;;;Frequent;Frequent
rhinoscopie;EXAMEN  DU NEZ;rhino;scopie;3;1;;scope;Frequent;Frequent
rhinostomie;BOUCHE  DU NEZ;rhino;stomie;3;3;;;Frequent;Frequent
rhinothèque;RANGEMENT  DU NEZ;rhino;thèque;3;2;;;Frequent;Frequent
rhinotomie;DÉCOUPE  DU NEZ;rhino;tomie;3;2;;tomo;Frequent;Frequent
rhizanthe;FLEUR  DE LA RACINE;rhiz;anthe;3;2;;antho;Moyen;Moyen
rhizobie;VIE  DE LA RACINE;rhizo;bie;3;1;;bio;Frequent;Moyen
rhizoblaste;GERME  DE LA RACINE;rhizo;blaste;3;3;;;Frequent;Frequent
rhizocarpe;FRUIT  DE LA RACINE;rhizo;carpe;3;3;;karpos : fruit;Frequent;Frequent
rhizocéphale;TÊTE  DE LA RACINE;rhizo;céphale;3;2;;;Frequent;Frequent
rhizoderme;PEAU  DE LA RACINE;rhizo;derme;3;1;;;Frequent;Frequent
rhizogène;GÉNÉRATEUR / ORIGINE  DE LA RACINE;rhizo;gène;3;2;;gène;Frequent;Frequent
rhizogenèse;CRÉATION  DE LA RACINE;rhizo;genèse;3;2;;gène;Frequent;Frequent
rhizographie;ÉCRITURE  DE LA RACINE;rhizo;graphie;3;2;;grapho;Frequent;Frequent
rhizoïde;APPARENCE  DE LA RACINE;rhizo;ïde;3;3;;;Frequent;Frequent
rhizolithe;PIERRE  DE LA RACINE;rhizo;lithe;3;2;;litho;Frequent;Frequent
rhizomanie;OBSESSION  DE LA RACINE;rhizo;manie;3;2;;mane (mania);Frequent;Frequent
rhizome;TUMEUR  DE LA RACINE;rhiz(o);ome;3;2;;;Frequent;Frequent
rhizomère;PARTIE  DE LA RACINE;rhizo;mère;3;3;;;Frequent;Frequent
rhizomorphe;FORME  DE LA RACINE;rhizo;morphe;3;1;;morpho;Frequent;Frequent
rhizophage;MANGEUR  DE LA RACINE;rhizo;phage;3;2;;phago;Frequent;Frequent
rhizophile;AMOUREUX  DE LA RACINE;rhizo;phile;3;1;;philo;Frequent;Frequent
rhizophore;PORTEUR  DE LA RACINE;rhizo;phore;3;3;;phore;Frequent;Frequent
rhizopode;PIED  DE LA RACINE;rhizo;pode;3;2;;;Frequent;Frequent
rhizosphère;SPHÈRE  DE LA RACINE;rhizo;sphère;3;1;;;Frequent;Frequent
rhizostome;BOUCHE  DE LA RACINE;rhizo;stome;3;3;;;Frequent;Frequent
rhizotaxie;DISPOSITION  DE LA RACINE;rhizo;taxie;3;3;;;Frequent;Frequent
rhizotome;COUPURE  DE LA RACINE;rhizo;tome;3;2;;tomo;Frequent;Frequent
rhizotomie;DÉCOUPE  DE LA RACINE;rhizo;tomie;3;2;;tomo;Frequent;Frequent
ribosome;CORPS  DU SUCRE RIBOSE;ribo;some;3;2;;somato;Moyen;Frequent
ribozyme;LEVAIN -> ENZYME  DU SUCRE RIBOSE;ribo;zyme;3;3;;;Moyen;Moyen
rythmologie;ÉTUDE  DU RYTHME;rythmo;logie;1;1;;logo;Rare;Frequent
sacchareuse;AGENTE / QUALITÉ  DU SUCRE;sacchar;euse;2;2;saccharo;;Moyen;Frequent
sacchareux;AGENT / QUALITÉ  DU SUCRE;sacchar;eux;2;2;saccharo;;Moyen;Frequent
saccharide;APPARENCE  DU SUCRE;sacchar;ide;2;3;saccharo;eidos;Moyen;Frequent
saccharifère;PORTER  DU SUCRE;sacchari;fère;2;2;saccharo;;Rare;Frequent
saccharimètre;MESUREUR  DU SUCRE;sacchari;mètre;2;1;saccharo;métro (métron);Rare;Frequent
saccharimétrie;MESURE  DU SUCRE;sacchari;métrie;2;1;saccharo;métro (métron);Rare;Frequent
saccharimétrique;MESURAGE  DU SUCRE;sacchari;métrique;2;1;saccharo;métro (métron);Rare;Frequent
saccharique;À PROPOS  DU SUCRE;sacchar;ique;2;2;saccharo;;Moyen;Frequent
saccharoïde;APPARENCE  DU SUCRE;saccharo;ïde;2;3;saccharo;;Rare;Frequent
saccharologie;ÉTUDE  DU SUCRE;saccharo;logie;2;1;saccharo;logo;Rare;Frequent
saccharomycose;CHAMPIGNON  DU SUCRE;saccharo;mycose;2;2;saccharo;;Rare;Moyen
saccharorrhée;ÉCOULEMENT  DU SUCRE;saccharo;rrhée;2;2;saccharo;;Rare;Frequent
salicole;CULTIVER / HABITER / RENDRE UN CULTE  DU SEL;sali;cole;3;2;;cult;Moyen;Frequent
salicoque;GRAINE -> BACTÉRIE  DU SEL;sali;coque;3;3;;;Moyen;Moyen
saliculteur;CULTIVATEUR  DU SEL;sali;culteur;3;2;;cult;Moyen;Moyen
saliculture;CULTURE  DU SEL;sali;culture;3;2;;cult;Moyen;Frequent
salifère;PORTER  DU SEL;sali;fère;3;2;;;Moyen;Frequent
salimancie;PRÉDICTION  DU SEL;sali;mancie;3;2;;mancie;Moyen;Frequent
saprobionte;VIVRE  PUTRIDE;sapro;bionte;3;1;;bio;Moyen;Rare
saprogène;GÉNÉRATEUR / ORIGINE  PUTRIDE;sapro;gène;3;2;;gène;Moyen;Frequent
sapronose;MALADIE  PUTRIDE;sapro;nose;3;3;;noso;Moyen;Moyen
saprophage;MANGEUR  PUTRIDE;sapro;phage;3;2;;phago;Moyen;Frequent
saprophyte;VÉGÉTAL  PUTRIDE;sapro;phyte;3;2;;;Moyen;Frequent
sarcocarpe;FRUIT  DE LA CHAIR;sarco;carpe;3;3;;karpos : fruit;Moyen;Frequent
sarcocèle;TUMEUR / HERNIE  DE LA CHAIR;sarco;cèle;3;3;;;Moyen;Frequent
sarcocyste;VESSIE -> VÉSICULE  DE LA CHAIR;sarco;cyste;3;3;;;Moyen;Moyen
sarcoderme;PEAU  DE LA CHAIR;sarco;derme;3;1;;;Moyen;Frequent
sarcoïde;APPARENCE  DE LA CHAIR;sarco;ïde;3;3;;;Moyen;Frequent
sarcologie;ÉTUDE  DE LA CHAIR;sarco;logie;3;1;;logo;Moyen;Frequent
sarcome;TUMEUR  DE LA CHAIR;sarc(o);ome;3;2;;;Moyen;Frequent
sarcomycète;CHAMPIGNON  DE LA CHAIR;sarco;mycète;3;2;;;Moyen;Moyen
sarcophage;MANGEUR  DE LA CHAIR;sarco;phage;3;2;;phago;Moyen;Frequent
sarcophagie;ALIMENTATION  DE LA CHAIR;sarco;phagie;3;2;;phago;Moyen;Frequent
sarcophile;AMOUREUX  DE LA CHAIR;sarco;phile;3;1;;philo;Moyen;Frequent
sarcophylle;FEUILLE  DE LA CHAIR;sarco;phylle;3;3;;;Moyen;Frequent
sarcoplasme;FORMÉ(E) DE  DE LA CHAIR;sarco;plasme;3;3;;plasmo;Moyen;Moyen
sarcoplastique;FAÇONNEMENT  DE LA CHAIR;sarco;plastique;3;3;;plasmo;Moyen;Frequent
scatologie;ÉTUDE  DE L'EXCRÉMENT;scato;logie;2;1;scato;logo;Moyen;Frequent
scatologique;ÉTUDE  DE L'EXCRÉMENT;scato;logique;2;1;scato;logo;Moyen;Frequent
scatome;TUMEUR  DE L'EXCRÉMENT;scat(o);ome;2;2;scato;;Moyen;Frequent
scatophage;MANGEUR  DE L'EXCRÉMENT;scato;phage;2;2;scato;phago;Moyen;Frequent
scatophagie;ALIMENTATION  DE L'EXCRÉMENT;scato;phagie;2;2;scato;phago;Moyen;Frequent
